"libellus, libellī",m. 2nd little book,"libellus, libellī"
"quī, quae, quod","rel. pron.; who, which, what, that","quī, quae, quod"
"caecus, caeca, caecum",blind,"caecus, caeca, caecum"
"levis, leve","light; easy; slight, trivial","levis, leve"
aut,or,aut
aut...aut,either...or,aut...aut
cito,quickly,cito
quoque,"also, too",quoque
"admittō, admittere, admīsī, admissum","to admit, receive, let in","admittō, admittere, admīsī, admissum"
"coepī, coepisse, coeptum",began (perf. system only),"coepī, coepisse, coeptum"
"cupiō, cupere, cupīvī, cupītum","to desire, wish, long for","cupiō, cupere, cupīvī, cupītum"
"dēleō, dēlēre, dēlēvī, dēlētum","to destroy, wipe out, erase","dēleō, dēlēre, dēlēvī, dēlētum"
"dēsīderō, dēsīderāre, dēsīderāvī, dēsīderātum","to desire, long for, miss","dēsīderō, dēsīderāre, dēsīderāvī, dēsīderātum"
"incipiō, incipere, incēpī, inceptum",to begin,"incipiō, incipere, incēpī, inceptum"
"nāvigō, nāvigāre, nāvigāvī, nāvigātum","to sail, navigate","nāvigō, nāvigāre, nāvigāvī, nāvigātum"
"neglegō, neglegere, neglēxī, neglēctum","to neglect, disregard","neglegō, neglegere, neglēxī, neglēctum"
"recitō, recitāre, recitāvī, recitātum","to read aloud, recite","recitō, recitāre, recitāvī, recitātum"
