"3rd io pres. indic. act. 1st sg.","-iō","3rd io pres. indic. act. 1st sg."
"3rd io pres. indic. act. 2nd sg.","-is","3rd io pres. indic. act. 2nd sg."
"3rd io pres. indic. act. 3rd sg.","-it","3rd io pres. indic. act. 3rd sg."
"3rd io pres. indic. act. 1st pl.","-imus","3rd io pres. indic. act. 1st pl."
"3rd io pres. indic. act. 2nd pl.","-itis","3rd io pres. indic. act. 2nd pl."
"3rd io pres. indic. act. 3rd pl.","-iunt","3rd io pres. indic. act. 3rd pl."
"3rd io fut. indic. act. 1st sg.","-iam","3rd io fut. indic. act. 1st sg."
"3rd io fut. indic. act. 2nd sg.","-iēs","3rd io fut. indic. act. 2nd sg."
"3rd io fut. indic. act. 3rd sg.","-iet","3rd io fut. indic. act. 3rd sg."
"3rd io fut. indic. act. 1st pl.","-iēmus","3rd io fut. indic. act. 1st pl."
"3rd io fut. indic. act. 2nd pl.","-iētis","3rd io fut. indic. act. 2nd pl."
"3rd io fut. indic. act. 3rd pl.","-ient","3rd io fut. indic. act. 3rd pl."
"3rd io imperf. indic. act. 1st sg.","-iēbam","3rd io imperf. indic. act. 1st sg."
"3rd io imperf. indic. act. 2nd sg.","-iēbās","3rd io imperf. indic. act. 2nd sg."
"3rd io imperf. indic. act. 3rd sg.","-iēbat","3rd io imperf. indic. act. 3rd sg."
"3rd io imperf. indic. act. 1st pl.","-iēbāmus","3rd io imperf. indic. act. 1st pl."
"3rd io imperf. indic. act. 2nd pl.","-iēbātis","3rd io imperf. indic. act. 2nd pl."
"3rd io imperf. indic. act. 3rd pl.","-iēbant","3rd io imperf. indic. act. 3rd pl."
"4th pres. indic. act. 1st sg.","-iō","4th pres. indic. act. 1st sg."
"4th pres. indic. act. 2nd sg.","-īs","4th pres. indic. act. 2nd sg."
"4th pres. indic. act. 3rd sg.","-it","4th pres. indic. act. 3rd sg."
"4th pres. indic. act. 1st pl.","-īmus","4th pres. indic. act. 1st pl."
"4th pres. indic. act. 2nd pl.","-ītis","4th pres. indic. act. 2nd pl."
"4th pres. indic. act. 3rd pl.","-iunt","4th pres. indic. act. 3rd pl."
"4th fut. indic. act. 1st sg.","-iam","4th fut. indic. act. 1st sg."
"4th fut. indic. act. 2nd sg.","-iēs","4th fut. indic. act. 2nd sg."
"4th fut. indic. act. 3rd sg.","-iet","4th fut. indic. act. 3rd sg."
"4th fut. indic. act. 1st pl.","-iēmus","4th fut. indic. act. 1st pl."
"4th fut. indic. act. 2nd pl.","-iētis","4th fut. indic. act. 2nd pl."
"4th fut. indic. act. 3rd pl.","-ient","4th fut. indic. act. 3rd pl."
"4th imperf. indic. act. 1st sg.","-iēbām","4th imperf. indic. act. 1st sg."
"4th imperf. indic. act. 2nd sg.","-iēbās","4th imperf. indic. act. 2nd sg."
"4th imperf. indic. act. 3rd sg.","-iēbat","4th imperf. indic. act. 3rd sg."
"4th imperf. indic. act. 1st pl.","-iēbāmus","4th imperf. indic. act. 1st pl."
"4th imperf. indic. act. 2nd pl.","-iēbātis","4th imperf. indic. act. 2nd pl."
"4th imperf. indic. act. 3rd pl.","-iēbant","4th imperf. indic. act. 3rd pl."
