"Italia, Italiae","f. 1st Italy","Italia, Italiae"
"memoria, memoriae","f. 1st memory, recollection","memoria, memoriae"
"tempestās, tempestātis","f. 3rd period of time, season; weather, storm","tempestās, tempestātis"
"centum","indecl. adj.; a hundred","centum"
"mīlle","indecl. adj. in sg.; thousand","mīlle"
"miser, misera, miserum","wretched, miserable, unfortunate","miser, misera, miserum"
inter,"+ acc., between, among",inter
itaque,"and so, therefore",itaque
"committō, committere, commīsī, commissum","to entrust, commit","committō, committere, commīsī, commissum"
"exspectō, exspectāre, exspectāvī, exspectātum","to look for, expect, await","exspectō, exspectāre, exspectāvī, exspectātum"
"iaciō, iacere, iēcī, iactum","to throw, hurl","iaciō, iacere, iēcī, iactum"
"timeō, timēre, timuī","to fear, be afraid, be afraid of","timeō, timēre, timuī"
