"fāma, fāmae","f. 1st rumor, report; fame, reputation","fāma, fāmae"
"fōrma, fōrmae","f. 1st form, shape; beauty","fōrma, fōrmae"
"fortūna, fortūnae","f. 1st fortune, luck","fortūna, fortūnae"
"īra, īrae","f. 1st ire, anger","īra, īrae"
"nauta, nautae",m. 1st sailor,"nauta, nautae"
"patria, patriae","f. 1st fatherland, native land, (one's) country","patria, patriae"
"pecūnia, pecūniae",f. 1st money,"pecūnia, pecūniae"
"philosophia, philosophiae",f. 1st philosophy,"philosophia, philosophiae"
"poena, poenae","f. 1st penalty, punishment","poena, poenae"
"poēta, poētae",m. 1st poet,"poēta, poētae"
"porta, portae","f. 1st gate, entrance","porta, portae"
"puella, puellae",f. 1st girl,"puella, puellae"
"rosa, rosae",f. 1st rose,"rosa, rosae"
"sententia, sententiae","f. 1st feeling, thought, opinion, vote, sentence","sententia, sententiae"
"vīta, vītae","f. 1st life, mode of life","vīta, vītae"
"antīquus, antīqua, antīquum","ancient, old time","antīquus, antīqua, antīquum"
"magnus, magna, magnum","large, great, important (compar.) maior (superl.) maximus","magnus, magna, magnum"
"meus, mea, meum",my,"meus, mea, meum"
"tuus, tua, tuum","your, yours (sg.)","tuus, tua, tuum"
et,and; even,et
et ... et,both … and,et ... et
sed,but,sed
"Ō","O!, Oh!; procedes vocative","Ō"
sine,"+ abl., without",sine
