"locus, locī",m 2nd. place; passage in literature,"locus, locī"
"loca, locōrum","n. 2nd pl. places, regions","loca, locōrum"
"locī, locōrum",m. 2nd pl. passages in literature,"locī, locōrum"
"morbus, morbī","m. 2nd disease, sickness","morbus, morbī"
"studium, studiī","n. 2nd eagerness, zeal, pursuit, study","studium, studiī"
"hic, haec, hoc","this, these; the latter; at times he, she, it, they;","hic, haec, hoc"
"ille, illa, illud","that, those; the former; the famous; he, she, it they","ille, illa, illud"
"iste, ista, istud","that over there, that of yours; that (contemptuous), that despicable, that wretched ;","iste, ista, istud"
"alius, alia, aliud","another, other; gen. alterīus; dat. aliī;","alius, alia, aliud"
"alter, altera, alterum","the other (of two), second; gen. alterīus; dat. alterī;","alter, altera, alterum"
"neuter, neutra, neutrum","not either, neither; gen. neutrīus; dat. neutrī;","neuter, neutra, neutrum"
"nūllus, nūlla, nūllum","not any, no, none; gen. nūllīus; dat. nūllī;","nūllus, nūlla, nūllum"
"sōlus, sōla, sōlum","alone, only, the only; gen. sōlīus; dat. sōlī;","sōlus, sōla, sōlum"
"tōtus, tōta, tōtum","whole, entire; gen. totīus; dat. totī;","tōtus, tōta, tōtum"
"ūllus, ūlla, ūllum","any; gen. ūllīus; dat. ūllī;","ūllus, ūlla, ūllum"
"ūnus, ūnua, ūnum","one, single, alone; gen. ūnīus; dat. ūnī","ūnus, ūnua, ūnum"
"uter, utra, utrum","either, which (of two); gen. uterīus; dat. uterī;","uter, utra, utrum"
enim,"postpositive; for, in fact, truly",enim
in,"+ abl., in, + acc., into, toward, against",in
"nimis or nimium","too, too much, excessively, exceedingly, very","nimis or nimium"
