"1st pres. indic. act. 1st sg.","-ō","1st pres. indic. act. 1st sg."
"1st pres. indic. act. 2nd sg.","-ās","1st pres. indic. act. 2nd sg."
"1st pres. indic. act. 3rd sg.","-at","1st pres. indic. act. 3rd sg."
"1st pres. indic. act. 1st pl.","-āmus","1st pres. indic. act. 1st pl."
"1st pres. indic. act. 2nd pl.","-ātis","1st pres. indic. act. 2nd pl."
"1st pres. indic. act. 3rd pl.","-ant","1st pres. indic. act. 3rd pl."
"2nd pres. indic. act. 1st sg.","-eō","2nd pres. indic. act. 1st sg."
"2nd pres. indic. act. 2nd sg.","-ēs","2nd pres. indic. act. 2nd sg."
"2nd pres. indic. act. 3rd sg.","-et","2nd pres. indic. act. 3rd sg."
"2nd pres. indic. act. 1st pl.","-ēmus","2nd pres. indic. act. 1st pl."
"2nd pres. indic. act. 2nd pl.","-ētis","2nd pres. indic. act. 2nd pl."
"2nd pres. indic. act. 3rd pl.","-ent","2nd pres. indic. act. 3rd pl."
