"flūmen, flūminis",n. 3rd river,"flūmen, flūminis"
"genus, generis","n. 3rd origin; kind, type, sort, class","genus, generis"
"hostēs, hostium",m. 3rd the enemy,"hostēs, hostium"
"hostis, hostis",m. 3rd an enemy (of the state),"hostis, hostis"
"lūdus, lūdī","m. 2nd game, sport; school","lūdus, lūdī"
"probitās, probitātis","f. 3rd uprightness, honesty","probitās, probitātis"
"scientia, scientiae",f. 1st knowledge,"scientia, scientiae"
"clārus,clāra,clārum","clear, bright; renowned, famous, illustrious","clārus,clāra,clārum"
"mortālis, mortāle",mortal,"mortālis, mortāle"
cūr,why,cūr
deinde,"thereupon, next, then",deinde
"fluō, fluere, flūxī, flūxum",to flow,"fluō, fluere, flūxī, flūxum"
"legō, legere, lēgī, lēctum","pickout, choose; read","legō, legere, lēgī, lēctum"
"misceō, miscēre, miscuīm, mixtum","to mix, stir up, disturb","misceō, miscēre, miscuīm, mixtum"
"moveō, movēre, mōvī, mōtum",to move,"moveō, movēre, mōvī, mōtum"
"videor, vidērī, vīsus sum","pass. of videō, to be seen, seem, appear","videor, vidērī, vīsus sum"
