"arx, arcis","f. 3rd citadel, fortress","arx, arcis"
"dux, ducis","m. 3rd leader, guide; commander, general","dux, ducis"
"eques, equitis",m. 3rd horseman,"eques, equitis"
"hasta, hastae",f. 1st spear,"hasta, hastae"
"īnsula, īnsulae",f. 1st island,"īnsula, īnsulae"
"lītus, lītoris","n. 3rd shore, coast","lītus, lītoris"
"mīles, mīlitis",m. 3rd soldier,"mīles, mīlitis"
"ōrātor, ōrātōris","m. 3rd orator, speaker","ōrātor, ōrātōris"
"sacerdōs, sacerdōtis",m. 3rd priest,"sacerdōs, sacerdōtis"
"aliquis, aliquid","idef. pron. someone, somebody, something","aliquis, aliquid"
"quisquis, quidquid","case other than nom. rare; indef. pron. whoever, whatever","quisquis, quidquid"
"magnanimus, magnanima, magnanimum","great-hearted, brave, magnanimous","magnanimus, magnanima, magnanimum"
umquam,"in questions or negative clauses; ever, at any time",umquam
"ēducō, ēducāre, ēducāvī, ēducātum","to bring up, educate","ēducō, ēducāre, ēducāvī, ēducātum"
"gaudeō, gaudēre, gāvīsus sum","to be glad, rejoice","gaudeō, gaudēre, gāvīsus sum"
"ostendō, ostendere, ostendī, ostentum","to exhibit, show, display","ostendō, ostendere, ostendī, ostentum"
"petō, petere, petīvī, petītum","seek, aim at, beg, beseech","petō, petere, petīvī, petītum"
"premō, premere, pressī, pressum","to press; press hard, pursue","premō, premere, pressī, pressum"
"opprimō, opprimere, oppressī, oppressum","to suppress, overwhelm, overpower, check","opprimō, opprimere, oppressī, oppressum"
"vertō, vertere, vertī, verssum",to turn; change,"vertō, vertere, vertī, verssum"
